eng,tid,fam,reg,grp,bid,ord_idx,join_cls,status,fail_stage,fail_type,med_ms,iqr_ms,out,buf_hit,db_hits,work,run_ok,flush_ok
pg,P3,path,hub,base,9,0,default,fail,warmup,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,10,0,default,fail,warmup,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,11,0,default,fail,warmup,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,12,0,default,fail,measured,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,13,0,default,fail,warmup,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,14,0,default,fail,warmup,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,15,0,default,fail,warmup,QueryCanceled,,,,,,,,false
pg,P3,path,hub,base,16,0,default,ok,,,48022.457,1465.627,102811762,10087978,,206325908,,false
pg,P3,path,hub,base,17,0,default,ok,,,49659.81,1121.482,109011947,10873302,,219062764,,false
pg,P3,path,hub,base,18,0,default,ok,,,40905.42,693.292,89618707,9221373,,179825858,,false
pg,P3,path,hub,base,19,0,default,ok,,,34582.515,303.888,78681959,8172378,,157965274,,false
pg,P3,path,hub,base,20,0,default,ok,,,27457.501,358.162,62212387,7040672,,125232182,,false
pg,T1,tri,uniform,base,1,0,default,ok,,,9.908,1.717,10418,3356,,38106,,false
pg,T1,tri,uniform,base,2,0,default,ok,,,1.476,0.29,2,88,,153,,false
pg,T1,tri,uniform,base,3,0,default,ok,,,1.782,1.37,272,460,,1235,,false
pg,T1,tri,uniform,base,4,0,default,ok,,,1.635,0.144,132,336,,626,,false
pg,T1,tri,uniform,base,5,0,default,ok,,,3.693,0.311,2896,1616,,9202,,false
pg,T1,tri,uniform,base,6,0,default,ok,,,11.913,0.182,11342,3512,,48569,,false
pg,T1,tri,uniform,base,7,0,default,ok,,,6.939,0.176,2550,1808,,26476,,false
pg,T1,tri,uniform,base,8,0,default,ok,,,13.51,2.97,11342,3488,,48503,,false
pg,T1,tri,uniform,base,9,0,default,ok,,,4.713,0.166,2862,1616,,14594,,false
pg,T1,tri,uniform,base,10,0,default,ok,,,1.494,0.187,30,184,,123,,false
pg,T1,tri,uniform,base,11,0,default,ok,,,3.072,0.164,2914,1720,,13549,,false
pg,T1,tri,uniform,base,12,0,default,ok,,,5.478,0.241,4078,2312,,17308,,false
pg,T1,tri,uniform,base,13,0,default,ok,,,2.837,0.705,1806,1152,,6069,,false
pg,T1,tri,uniform,base,14,0,default,ok,,,1.483,0.134,12,128,,49,,false
pg,T1,tri,uniform,base,15,0,default,ok,,,3.866,0.224,1092,1124,,10634,,false
pg,T1,tri,uniform,base,16,0,default,ok,,,1.464,0.049,6,108,,29,,false
pg,T1,tri,uniform,base,17,0,default,ok,,,2.183,0.481,1056,836,,3593,,false
pg,T1,tri,uniform,base,18,0,default,ok,,,3.695,0.422,1374,1656,,9724,,false
pg,T1,tri,uniform,base,19,0,default,ok,,,2.788,0.12,1406,1072,,6165,,false
pg,T1,tri,uniform,base,20,0,default,ok,,,9.427,0.17,8292,3348,,37053,,false
pg,T1,tri,hub,base,1,0,default,ok,,,44.777,5.174,62258,9392,,202536,,false
pg,T1,tri,hub,base,2,0,default,ok,,,31.925,0.447,44310,7564,,148663,,false
pg,T1,tri,hub,base,3,0,default,ok,,,38.161,6.983,44310,7564,,148663,,false
pg,T1,tri,hub,base,4,0,default,ok,,,31.491,1.56,44310,7564,,148663,,false
pg,T1,tri,hub,base,5,0,default,ok,,,15.847,0.33,11794,6308,,62905,,false
pg,T1,tri,hub,base,6,0,default,ok,,,16.669,1.233,17752,6244,,65319,,false
pg,T1,tri,hub,base,7,0,default,ok,,,31.909,0.475,44310,7564,,148663,,false
pg,T1,tri,hub,base,8,0,default,ok,,,49.569,3.94,75330,13836,,232491,,false
pg,T1,tri,hub,base,9,0,default,ok,,,48.082,4.047,62250,9368,,202494,,false
pg,T1,tri,hub,base,10,0,default,ok,,,31.191,3.235,44310,7564,,148663,,false
pg,T1,tri,hub,base,11,0,default,ok,,,31.916,1.573,44310,7564,,148663,,false
pg,T1,tri,hub,base,12,0,default,ok,,,31.551,0.435,44310,7568,,148663,,false
pg,T1,tri,hub,base,13,0,default,ok,,,37.399,0.712,47246,11900,,167135,,false
pg,T1,tri,hub,base,14,0,default,ok,,,35.232,0.601,47212,9084,,161508,,false
pg,T1,tri,hub,base,15,0,default,ok,,,41.704,0.358,63606,10884,,200734,,false
pg,T1,tri,hub,base,16,0,default,ok,,,40.654,1.205,62250,9368,,202494,,false
pg,T1,tri,hub,base,17,0,default,ok,,,46.614,0.533,69478,10304,,218742,,false
pg,T1,tri,hub,base,18,0,default,ok,,,21.048,0.342,24192,6912,,92250,,false
pg,T1,tri,hub,base,19,0,default,ok,,,42.647,1.193,62250,9368,,202494,,false
pg,T1,tri,hub,base,20,0,default,ok,,,53.956,0.631,76743,14096,,256175,,false
pg,T2,tri,uniform,base,1,0,default,ok,,,1.642,0.198,42,232,,1212,,false
pg,T2,tri,uniform,base,2,0,default,ok,,,8.936,0.297,10920,3168,,37318,,false
pg,T2,tri,uniform,base,3,0,default,ok,,,3.193,0.165,117,2068,,5796,,false
pg,T2,tri,uniform,base,4,0,default,ok,,,13.825,1.932,15116,5096,,53945,,false
pg,T2,tri,uniform,base,5,0,default,ok,,,15.853,0.314,20912,5400,,72420,,false
pg,T2,tri,uniform,base,6,0,default,ok,,,41.313,0.644,62831,9832,,208786,,false
pg,T2,tri,uniform,base,7,0,default,ok,,,4.116,0.212,1467,1708,,12619,,false
